activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brics_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,district_id
65,MUDUG,JARIIBAN,BUDBUD,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,f,f,f,f,f,f,t,f,1804
64,BAY,BAYDHABA,HAWL WADAAG,NRC,HAZARDS,Provide life skills kits for tailoring; welding; carpentry,1,100,50000,4,f,f,f,f,f,t,t,f,2401
0,BAY,BAYDHABA,AWDIINLE,NRC,,NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,,0,0,0,f,f,f,f,f,f,f,f,2401
65,MUDUG,GAALKACYO,BITALE,IRC,DROUGHT,Profitable Shared Community Assets,1,400,40000,4,f,f,f,f,f,f,t,f,1801
65,MUDUG,GAALKACYO,BANDARQAALI,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,f,f,f,f,f,f,t,f,1801
3,HIRAAN,BELET WEYNE,BELETWEYNE TOWN,SCI,FLOOD,Hygiene  awareness through radio messages ,2,858,5000,2,f,f,f,f,f,f,t,t,2001
3,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,105,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,QARSONE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,90,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,1,90,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,40,3000,2,f,f,f,f,f,f,f,t,2001
3,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,50,1500,2,f,f,f,f,f,f,f,t,2001
3,HIRAAN,BELET WEYNE,BACAD,SCI,FLOOD,Campaign to improve hygiene and sanitation practice ,2,50,5000,2,f,f,f,f,t,f,f,f,2001
3,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,85,1500,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,1500,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,160,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,80,1500,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,80,1500,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,100,2000,2,f,f,t,f,f,f,f,f,2001
3,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,60,5750,2,f,f,f,f,f,f,f,t,2001
62,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2603
62,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Tree planting,100,100,3000,4,f,f,f,f,f,t,f,f,2603
63,GEDO,BELET XAAWO,MALKARIYEY,CWW,DISEASE,Water trucking (beneficiaries come from surrounding satellite villages also),275,415,55000,2,t,t,f,f,f,f,f,f,2603
63,GEDO,BELET XAAWO,HAROODI,CWW,DISEASE,Water trucking (beneficiaries come from surrounding satellite villages also),275,785,55000,2,t,t,f,f,f,f,f,f,2603
62,GEDO,CEEL WAAQ,TUULA CADEY,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
62,GEDO,CEEL WAAQ,MERI,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
62,GEDO,CEEL WAAQ,ELWAK TOWN,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
62,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
5,HIRAAN,BELET WEYNE,GARASH,CESVI,FLOOD,Family share latrines,20 Latrines,80,6000,2,f,f,f,f,f,f,f,t,2001
3,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Campaign to improve hygiene and sanitation practice ,2,385,2500,2,f,f,t,f,f,f,f,f,2001
6,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Campaign on re-forestation and environment protection,1,268,35660,1,f,f,f,t,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,85,1500,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,100,1500,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,50,2250,4,f,f,f,f,f,f,f,t,2001
8,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,30,1500,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,45,2250,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,72,3600,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,100,1500,4,f,f,t,f,f,f,f,f,2001
8,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,50,2250,4,f,f,f,f,f,f,t,f,2001
8,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,385,1650,4,f,f,t,f,f,f,f,f,2001
13,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Cash distribution to poor HHs during drought,3,30,16200,4,f,t,f,f,f,f,f,f,2001
13,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Cash distribution to poor HHs during drought,3,45,24300,4,f,f,f,f,f,f,t,t,2001
14,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Rehabilitation of water catchments throught cash for work,1,100,12000,4,f,f,f,f,f,f,t,f,2001
14,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Rehabilitation of for water catchments throught cash for work,1,60,7200,4,f,f,f,f,t,f,f,f,2001
14,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Rehabilitation of for water catchments throught cash for work,1,200,20000,4,f,t,f,f,f,f,f,f,2001
15,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provision of smallbusiness grants to women-headed households,1,20,20000,4,f,f,f,f,f,f,t,t,2001
15,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Provision of small grants to women-headed households,1,30,30000,4,f,f,f,f,f,f,f,t,2001
15,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Provision of small business grants to women-headed households,1,10,10000,4,f,f,f,f,f,f,t,f,2001
15,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Provision of small business grants to women-headed households,1,10,10000,4,f,f,f,f,f,f,t,t,2001
15,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Provision of small business  grants to women-headed households,1,15,15000,4,f,f,f,f,f,f,t,t,2001
15,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provision of cash grants,3,45,24300,4,f,f,t,f,f,f,t,f,2001
15,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Provision of cash grants,3,72,38880,4,f,f,t,f,f,f,f,f,2001
15,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Provision of cash grant,3,50,27000,4,f,f,f,f,f,f,f,t,2001
18,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Provide business training,1,10,1000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Provide business training,1,10,1000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Provide business training,1,15,1500,4,f,f,f,f,f,f,f,t,2001
18,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provide business training,1,20,2000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Provide business training,1,30,3000,4,f,f,f,f,f,f,f,t,2001
19,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Constraction of 2 new berkets,1,100,26000,2,f,t,f,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Construction of new two berkets,1,80,26000,2,f,t,f,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Construction of new berked,1,85,14000,2,f,f,t,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Construction of new berked,1,160,14000,2,f,f,t,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Construction of new berked,1,80,13000,2,f,t,f,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Construction of new berked,1,130,15000,2,f,t,f,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Construction of new berked,1,70,26000,2,f,f,t,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Construction of new berked,1,110,15000,2,f,t,f,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Construction of new berked,1,385,32000,2,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Provision of donkey carts,1,45,500,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,BACAD,SCI,FLOOD,Fodder production,1,50,2000,4,f,f,t,f,f,f,f,f,2001
25,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Feeder road rehabilitation,1,110,13200,4,f,t,f,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Provision of irrigation motor pumps,3,85,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Provision of irrigation motor pumps,3,100,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Provision of irrigation motor pumps,3,160,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Provision of irrigation motor pumps,3,80,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provision of irrigation motor pumps,3,80,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Provision of irrigation motor pumps,3,130,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Provision of irrigation motor pumps,3,100,2000,4,f,f,t,t,t,t,t,t,2001
33,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Provision of irrigation motor pumps,3,1,5000,4,f,f,t,t,t,t,t,t,2001
37,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,f,f,f,t,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Provision of donkey carts,1,25,8750,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Provision of donkey carts,1,45,500,4,f,f,t,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Provision of donkey carts,1,45,500,4,f,f,t,f,f,f,f,f,2001
40,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Formation and training VSLs,2,10,1500,4,f,f,f,f,f,f,t,f,2001
40,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Formation and training VSLs,2,10,2000,4,f,f,f,f,f,f,t,f,2001
40,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Formation and training VSLs,2,10,2000,4,f,f,t,f,f,f,f,f,2001
40,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Formation and training VSLs,2,10,2000,4,f,f,t,f,f,f,f,f,2001
40,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Formation and training VSLs,2,10,3000,4,f,f,f,f,f,f,t,f,2001
41,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Training of WES committees,1,85,500,2,f,f,t,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Training of WES committees,1,160,500,2,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,GARASH,CESVI,FLOOD,Seeds and other farm inputs,80 Farm tool kits,80,8800,4,f,f,t,t,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,FLOOD,Seeds and other farm inputs,40 farm tool kits,40,7300,4,f,f,t,t,f,f,f,f,2001
40,MUDUG,GAALKACYO,BITALE,IRC,DROUGHT,Women's savings and livelihoods groups,3,45,12201,4,f,f,f,f,t,t,t,t,1801
40,MUDUG,GAALKACYO,BANDARQAALI,IRC,DROUGHT,Women's savings and livelihoods groups,3,45,12201,4,f,f,f,f,t,t,t,t,1801
44,MUDUG,GAALKACYO,BANDIIRADLEY,CESVI,DROUGHT,Establishment of business cooperatives (income generating activities),50 Women and Men,50,10000,4,f,f,f,f,f,f,t,f,1801
64,JUBA HOOSE,KISMAAYO,FARJANNO,NRC,HAZARDS,Provide life skills kits for tailoring; welding; carpentry),1,100,30000,4,f,f,f,f,t,t,f,f,2801
15,GEDO,DOOLOW,GEEDWEINE,NRC,HAZARDS,Provide start up cash grants,3,20,15000,4,f,f,t,f,f,f,t,f,2605
37,GEDO,DOOLOW,GEEDWEINE,NRC,HAZARDS,Provision of donkey and  cart pulls ,1,30,30000,4,f,t,f,f,f,t,t,f,2605
37,GEDO,DOOLOW,KAPASA,NRC,HAZARDS,Provision of donkey and  cart pulls,30,30,30000,4,f,t,f,f,f,t,t,f,2605
38,GEDO,DOOLOW,SUR-GUDUD,NRC,HAZARDS,Pilot bee keeping for youth group,1,10,25000,4,f,f,t,t,f,f,t,f,2605
38,GEDO,DOOLOW,GEEDWEINE,NRC,DROUGHT,Training on GAPs,3,100,3300,4,f,f,t,f,f,f,t,t,2605
38,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2606
38,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2606
38,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2606
38,GEDO,DOOLOW,SUR-GUDUD,NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2605
38,GEDO,DOOLOW,QANSAXLEY,NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2605
38,GEDO,DOOLOW,KAPASA,NRC,DROUGHT,Training on GAPs,3,50,3300,4,f,f,t,f,f,f,t,t,2605
40,MUDUG,JARIIBAN,HINGOD,IRC,DROUGHT,Women's savings and livelihoods groups,3,45,12201,4,f,f,f,f,t,t,t,t,1804
40,MUDUG,JARIIBAN,BUDBUD,IRC,DROUGHT,Women's savings and livelihoods groups,3,45,12201,4,f,f,f,f,t,t,t,t,1804
14,SHABELLE HOOSE,AFGOOYE,AANOLE,CWW,FLOOD,River bank strengthening through CfW,5,512,5000,4,f,f,t,f,t,f,t,f,2302
40,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Women's savings and livelihoods groups,3,45,12201,4,f,f,f,f,t,t,t,t,1803
43,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,f,t,t,f,f,f,t,f,2606
37,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Provision of donkey carts,1,10,3500,4,f,f,f,f,f,f,t,f,2001
41,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Training of WES committees,1,80,500,2,f,t,f,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Training of WES committees,1,80,500,2,f,t,f,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Training of WES committees,1,130,500,2,f,t,f,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Training of WES committees,1,70,1000,2,f,f,t,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Training of WES committees,1,110,500,2,f,t,f,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Training of  WES committees,1,100,1000,2,f,t,f,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Training of  WES committees,1,385,2000,2,f,t,f,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,QABNO,SCI,DROUGHT,Training of  WES committees,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Training of  WES committees,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
24,HIRAAN,BELET WEYNE,QOYDO,CESVI,FLOOD,Construction of public warehouse,1 warehouse,150,18000,4,f,f,f,f,f,f,f,t,2001
25,HIRAAN,BELET WEYNE,SHINILE ,CESVI,DROUGHT,Rehabilitation of feeder roads (2),2 roads,70,10500,4,f,t,t,t,f,f,f,f,2001
25,HIRAAN,BELET WEYNE,QOYDO,CESVI,DROUGHT,Rehabilitation of feeder roads (2),2 roads,70,10500,4,f,t,t,t,f,f,f,f,2001
25,HIRAAN,BELET WEYNE,GARASH,CESVI,DROUGHT,Rehabilitation of feeder roads (2),2 roads,70,10500,4,f,t,t,t,f,f,f,f,2001
25,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,DROUGHT,Rehabilitation of feeder roads (2),2 roads,70,10500,4,f,t,t,t,f,f,f,f,2001
25,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,DROUGHT,Rehabilitation of feeder roads (2),2 roads,70,10500,4,f,t,t,t,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Provision of irrigation motor pumps,2,50,4500,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,QOYDO,CESVI,FLOOD,Water pumps for irrigation (7),7 water pumps,150,7500,4,f,f,t,t,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,SHINILE ,CESVI,FLOOD,Water pumps for irrigation (5),5 water pumps,110,7500,4,f,f,t,t,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,CDMC- establish-train - equip,1,45,500,1,f,f,t,f,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Provision of female productive goats ,1,47,29845,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,QULALE,SCI,DROUGHT,Provision of female productive goats ,1,60,38100,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,MIIRQOODE,SCI,DROUGHT,Provision of female productive goats ,1,26,16510,4,f,f,f,t,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,KANECALE,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,JIRACLE,SCI,DROUGHT,Provision of female productive goats ,1,72,45720,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,HARQBOOBE,SCI,DROUGHT,Provision of female productive goats ,1,63,40005,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,BUNDO MADOW,SCI,DROUGHT,Provision of female productive goats ,1,77,48895,4,f,f,f,t,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Provision of female productive goats ,1,80,50800,4,f,f,f,f,f,f,t,f,2001
56,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Peace building activities- Peace building training_ community peace committees,3,385,2000,1,f,f,t,t,t,t,t,t,2001
57,HIRAAN,BELET WEYNE,BERGADID,SCI,DROUGHT,Construction of shoat dip,1,385,4000,4,f,f,f,t,t,t,f,f,2001
57,HIRAAN,BELET WEYNE,SALAH SALID,SCI,DROUGHT,Construction of shoat dip,1,85,4000,4,f,f,f,t,t,t,t,f,2001
33,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Provision of irrigation motor pumps,1,45,4700,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Provision of irrigation motor pumps,2,130,6000,4,f,t,f,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Provision of irrigation motor pumps,1,110,6000,4,f,t,f,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Provision of irrigated motor pumps,1,40,3000,4,f,f,f,f,f,f,t,f,2001
33,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Provision of four irrigation water pumps,1,105,6000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Provision of four irrigated motor pumps ,1,45,4500,4,t,f,f,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Provision of 4 small water pumps (4 cylinders),1,90,6000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,QARSONE,SCI,FLOOD,Provision of 2 irrigation motor pumps,1,60,3000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Fodder production,1,45,2000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Fodder production,1,45,2000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Fodder production,1,50,2000,4,f,f,t,f,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,SHINILE ,CESVI,FLOOD,Farm Land preparation ,110 Farms,110,4000,4,f,f,t,t,f,f,f,f,2001
33,HIRAAN,BELET WEYNE,QOYDO,CESVI,FLOOD,Farm Land preparation ,150 Farms,150,6000,4,f,f,t,t,f,f,f,f,2001
35,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,FLOOD,NFIs and Hygiene kits distribution,200 kits,200,15200,3,f,f,t,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,QARSONE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Provision of donkey carts,1,15,5250,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Provision of donkey carts,1,20,7000,4,f,f,f,f,f,f,f,t,2001
37,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,f,f,t,f,f,f,2001
37,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,t,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,f,t,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,t,t,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,f,f,t,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Provision of donkey carts,1,35,10500,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Provision of donkey carts,1,20,7000,4,t,f,f,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,BIYO QURUN,SCI,DROUGHT,Provision of donkey carts,1,15,5250,4,f,f,t,f,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,SHINILE ,CESVI,DROUGHT,Donkey carts,20 donkey carts,30,12000,4,f,f,f,t,t,f,f,f,2001
37,HIRAAN,BELET WEYNE,QOYDO,CESVI,DROUGHT,Donkey carts,30 donkey carts,40,18000,4,f,f,f,t,t,f,f,f,2001
37,HIRAAN,BELET WEYNE,GARASH,CESVI,DROUGHT,Donkey carts,20 donkey carts,30,12000,4,f,f,f,t,t,f,f,f,2001
37,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,DROUGHT,Donkey carts,10 donkey carts,20,6000,4,f,f,f,t,t,f,f,f,2001
